"genus","species","authority","year"
"Amphisbaena","myersi","HOOGMOED",1989
"Amphisbaena","nana","PEREZ & BORGES-MARTINS",2019
"Amphisbaena","neglecta","DUNN & PIATT",1936
"Amphisbaena","nigricauda","GANS",1966
"Amphisbaena","occidentalis","COPE",1875
"Amphisbaena","pericensis","NOBLE",1921
"Amphisbaena","persephone","PINNA MENDONCA BOCCHIGLIERI & FERNANDES",2014
"Amphisbaena","plumbea","GRAY",1872
"Amphisbaena","polygrammica","WERNER",1901
"Amphisbaena","pretrei","DUMERIL & BIBRON",1839
"Amphisbaena","prunicolor","COPE",1885
"Amphisbaena","ridleyi","BOULENGER",1890
"Amphisbaena","roberti","GANS",1964
"Amphisbaena","rozei","LANCINI",1963
"Amphisbaena","sanctaeritae","VANZOLINI",1994
"Amphisbaena","saxosa","CASTRO-MELLO",2003
"Amphisbaena","schmidti","GANS",1964
"Amphisbaena","silvestrii","BOULENGER",1902
"Amphisbaena","slateri","BOULENGER",1907
"Amphisbaena","slevini","SCHMIDT",1936
"Amphisbaena","spurelli","BOULENGER",1915
"Amphisbaena","steindachneri","STRAUCH",1881
"Amphisbaena","stejnegeri","RUTHVEN",1922
"Amphisbaena","supernumeraria","MOTT RODRIGUES & DOS SANTOS",2009
"Amphisbaena","talisiae","VANZOLINI",1995
"Amphisbaena","tiaraju","PEREZ & BORGES-MARTINS",2019
"Amphisbaena","townsendi","STEJNEGER",1911
"Amphisbaena","tragorrhectes","VANZOLINI",1971
"Amphisbaena","uroxena","MOTT RODRIGUES DE FREITAS & SILVA",2008
"Amphisbaena","vanzolinii","GANS",1963
"Amphisbaena","vermicularis","WAGLER",1824
"Amphisbaena","xera","THOMAS",1966
"Amplorhinus","multimaculatus","SMITH",1847
"Anadia","altaserrania","HARRIS & AYALA",1987
"Anadia","antioquensis","ARREDONDO",2013
"Anadia","bitaeniata","BOULENGER",1903
"Anadia","blakei","SCHMIDT",1932
"Anadia","bogotensis","PETERS",1863
"Anadia","brevifrontalis","BOULENGER",1903
"Anadia","buenaventura","BETANCOURT REYES-PUIG LOBOS YANEZ-MUNOZ & TORRES-CARVAJAL",2018
"Anadia","bumanguesa","RUEDA-ALMONACID & CAICEDO",2004
"Anadia","escalerae","MYERS RIVAS & JADIN",2009
"Anadia","hobarti","LA-MARCA & GARCIA-PEREZ",1990
"Anadia","marmorata","GRAY",1846
"Anadia","ocellata","GRAY",1845
"Anadia","pamplonensis","DUNN",1944
"Anadia","pariaensis","RIVAS LA MARCA & OLIVEROS",1999
"Anadia","petersi","OFTEDAL",1974
"Anadia","pulchella","RUTHVEN",1926
"Anadia","rhombifera","GUNTHER",1859
"Anadia","steyeri","NIEDEN",1914
"Anadia","vittata","BOULENGER",1913
"Anatololacerta","anatolica","WERNER",1900
"Anatololacerta","budaki","EISELT & SCHMIDTLER",1987
"Anatololacerta","danfordi","GUNTHER",1876
"Anatololacerta","pelasgiana","MERTENS",1959
"Ancylocranium","barkeri","LOVERIDGE",1946
"Ancylocranium","ionidesi","LOVERIDGE",1955
"Ancylocranium","somalicum","SCORTECCI",1931
"Andinosaura","afrania","ARREDONDO & SANCHEZ-PACHECO",2010
"Andinosaura","aurea","SANCHEZ-PACHECO AGUIRRE-PENAFIEL & TORRES-CARVAJAL",2012
"Andinosaura","crypta","SANCHEZ-PACHECO KIZIRIAN & SALES-NUNES",2011
"Andinosaura","hyposticta","BOULENGER",1902
"Andinosaura","kiziriani","SANCHEZ-PARECO AGUIRRE-PENAFIEL & TORRES-CARVAJAL",2012
"Andinosaura","laevis","BOULENGER",1908
"Andinosaura","oculata","O'SHAUGHNESSY",1879
"Andinosaura","petrorum","KIZIRIAN",1996
"Andinosaura","stellae","SANCHEZ-PACHECO",2010
"Andinosaura","vespertina","KIZIRIAN",1996
"Andinosaura","vieta","KIZIRIAN",1996
"Anelytropsis","papillosus","COPE",1885
"Anepischetosia","maccoyi","LUCAS & FROST",1894
"Anguis","cephallonica","WERNER",1894
"Anguis","colchica","NORDMANN",1840
"Anguis","fragilis","LINNAEUS",1758
"Anguis","graeca","BEDRIAGA",1881
"Anguis","veronensis","POLLINI",1818
"Anilios","affinis","BOULENGER",1889
"Anilios","ammodytes","MONTAGUE",1914
"Anilios","aspina","COUPER COVACEVICH WILSON",1998
"Anilios","australis","GRAY",1845
"Anilios","batillus","WAITE",1894
"Anilios","bicolor","PETERS",1858
"Anilios","bituberculatus","PETERS",1863
"Anilios","broomi","BOULENGER",1898
"Anilios","centralis","STORR",1984
"Anilios","chamodracaena","INGRAM & COVACEVICH",1993
"Anilios","diversus","WAITE",1894
"Anilios","endoterus","WAITE",1918
"Anilios","erycinus","WERNER",1901
"Anilios","fossor","SHEA",2015
"Anilios","ganei","APLIN",1998
"Anilios","grypus","WAITE",1918
"Anilios","guentheri","PETERS",1865
"Anilios","hamatus","STORR",1981
"Anilios","howi","STORR",1983
"Anilios","insperatus","VENCHI WILSON & BORSBOOM",2015
"Anilios","kimberleyensis","STORR",1981
"Anilios","leptosoma","ROBB",1972
"Anilios","leucoproctus","BOULENGER",1889
"Anilios","ligatus","PETERS",1879
"Anilios","longissimus","APLIN",1998
"Anilios","margaretae","STORR",1981
"Anilios","micromma","STORR",1981
"Anilios","minimus","KINGHORN",1929
"Anilios","nema","SHEA & HORNER",1997
"Anilios","nigrescens","GRAY",1845
"Anilios","obtusifrons","ELLIS & DOUGHTY",2017
"Anilios","pilbarensis","APLIN",1993
"Anilios","pinguis","WAITE",1897
"Anilios","proximus","WAITE",1893
"Anilios","robertsi","COUPER COVACEVICH WILSON",1998
"Anilios","silvia","INGRAM & COVACEVICH",1993
"Anilios","splendidus","APLIN",1998
"Anilios","systenos","ELLIS & DOUGHTY",2017
"Anilios","torresianus","BOULENGER",1889
"Anilios","tovelli","LOVERIDGE",1945
"Anilios","troglodytes","STORR",1981
"Anilios","unguirostris","PETERS",1867
"Anilios","waitii","BOULENGER",1895
"Anilios","wiedii","PETERS",1867
"Anilios","yampiensis","STORR",1981
"Anilios","yirrikalae","KINGHORN",1942
"Anilios","zonula","ELLIS",2016
"Anilius","scytale","LINNAEUS",1758
"Anisolepis","grilli","BOULENGER",1891
"Anisolepis","longicauda","BOULENGER",1891
"Anisolepis","undulatus","WIEGMANN",1834
"Anniella","alexanderae","PAPENFUSS & PARHAM",2013
"Anniella","campi","PAPENFUSS & PARHAM",2013
"Anniella","geronimensis","SHAW",1940
"Anniella","grinnelli","PAPENFUSS & PARHAM",2013
"Anniella","pulchra","GRAY",1852
"Anniella","stebbinsi","PAPENFUSS & PARHAM",2013
"Anolis","acutus","HALLOWELL",1856
"Anolis","aeneus","GRAY",1840
"Anolis","aequatorialis","WERNER",1894
"Anolis","agassizi","STEJNEGER",1900
"Anolis","agueroi","DIAZ NAVARRO & GARRIDO",1998
"Anolis","ahli","BARBOUR",1925
"Anolis","alayoni","ESTRADA & HEDGES",1995
"Anolis","alfaroi","GARRIDO & HEDGES",1992
"Anolis","aliniger","MERTENS",1939
"Anolis","allisoni","BARBOUR",1928
"Anolis","allogus","BARBOUR & RAMSDEN",1919
"Anolis","alocomyos","KOHLER VARGAS & LOTZKAT",2014
"Anolis","altae","DUNN",1930
"Anolis","altavelensis","NOBLE & HASSLER",1933
"Anolis","altitudinalis","GARRIDO",1985
"Anolis","alumina","HERTZ",1976
"Anolis","alutaceus","COPE",1861
"Anolis","alvarezdeltoroi","NIETO MONTES DE OCA",1996
"Anolis","amplisquamosus","MCCRANIE WILSON & WILLIAMS",1993
"Anolis","anatoloros","UGUETO RIVAS BARROS SANCHEZ-PACHECO & GARCIA-PEREZ",2007
"Anolis","anchicayae","POE VELASCO MIYATA & WILLIAMS",2009
"Anolis","anfiloquioi","GARRIDO",1980
"Anolis","angusticeps","HALLOWELL",1856
"Anolis","anisolepis","SMITH BURLEY & FRITTS",1968
"Anolis","annectens","WILLIAMS",1974
"Anolis","anoriensis","VELASCO GUTIERREZ-CARDENAS & QUINTERO-ANGEL",2010
"Anolis","antioquiae","WILLIAMS",1985
"Anolis","antonii","BOULENGER",1908
"Anolis","apletolepis","KOHLER & HEDGES",2016
"Anolis","apletophallus","KOHLER & SUNYER",2008
"Anolis","apollinaris","BOULENGER",1919
"Anolis","aquaticus","TAYLOR",1956
"Anolis","arenal","KOHLER & VARGAS",2019
"Anolis","argenteolus","COPE",1861
"Anolis","argillaceus","COPE",1862
"Anolis","aridius","KOHLER ZIMMER MCGRATH & HEDGES",2019
"Anolis","armouri","COCHRAN",1934
"Anolis","auratus","DAUDIN",1802
"Anolis","aurifer","SCHWARTZ",1968
"Anolis","australis","KOHLER ZIMMER MCGRATH & HEDGES",2019
"Anolis","bahorucoensis","NOBLE & HASSLER",1933
"Anolis","baleatus","COPE",1864
"Anolis","baracoae","SCHWARTZ",1964
"Anolis","barahonae","WILLIAMS",1962
"Anolis","barbatus","GARRIDO",1982
"Anolis","barbouri","SCHMIDT",1919
"Anolis","barkeri","SCHMIDT",1939
"Anolis","bartschi","COCHRAN",1928
"Anolis","beckeri","BOULENGER",1881
"Anolis","bellipeniculus","MYERS & DONNELLY",1996
"Anolis","benedikti","LOTZKAT BIENENTREU HERTZ & KOHLER",2011
"Anolis","bicaorum","KOHLER",1996
"Anolis","bimaculatus","SPARRMAN",1784
"Anolis","binotatus","PETERS",1863
"Anolis","biporcatus","WIEGMANN",1834
"Anolis","birama","GARRIDO",1990
"Anolis","bitectus","COPE",1864
"Anolis","blanquillanus","HUMMELINCK",1940
"Anolis","boettgeri","BOULENGER",1911
"Anolis","bombiceps","COPE",1875
"Anolis","bonairensis","RUTHVEN",1923
"Anolis","boulengerianus","THOMINOT",1887
"Anolis","brasiliensis","VANZOLINI & WILLIAMS",1970
"Anolis","bremeri","BARBOUR",1914
"Anolis","breslini","SCHWARTZ",1980
"Anolis","brevirostris","BOCOURT",1870
"Anolis","brianjuliani","KOHLER PETERSEN & MENDEZ DE LA CRUZ",2019
"Anolis","brooksi","BARBOUR",1923
"Anolis","brunneus","COPE",1894
"Anolis","caceresae","HOFMANN & TOWNSEND",2018
"Anolis","calimae","AYALA HARRIS & WILLIAMS",1983
"Anolis","campbelli","KOHLER & SMITH",2008
"Anolis","capito","PETERS",1863
"Anolis","caquetae","WILLIAMS",1974
"Anolis","carlliebi","KOHLER TREJO PEREZ PETERSEN & MENDEZ DE LA CRUZ",2014
"Anolis","carlostoddi","WILLIAMS PRADERIO & GORZULA",1996
"Anolis","carolinensis","VOIGT",1832
"Anolis","carpenteri","ECHELLE ECHELLE & FITCH",1971
"Anolis","casildae","AROSEMENA IBANEZ & DE SOUSA",1991
"Anolis","caudalis","COCHRAN",1932
"Anolis","centralis","PETERS",1970
"Anolis","chamaeleonides","DUMERIL & BIBRON",1837
"Anolis","charlesmyersi","KOHLER",2010
"Anolis","chloris","BOULENGER",1898
"Anolis","chlorocyanus","DUMERIL & BIBRON",1837
"Anolis","chlorodius","KOHLER & HEDGES",2016
"Anolis","christophei","WILLIAMS",1960
"Anolis","chrysolepis","DUMERIL & BIBRON",1837
"Anolis","chrysops","LAZELL",1964
"Anolis","clivicola","BARBOUR & SHREVE",1935
"Anolis","cobanensis","STUART",1942
"Anolis","coelestinus","COPE",1862
"Anolis","compressicauda","SMITH & KERSTER",1955
"Anolis","concolor","COPE",1862
"Anolis","confusus","ESTRADA & GARRIDO",1991
"Anolis","conspersus","GARMAN",1887
"Anolis","cooki","GRANT",1931
"Anolis","crassulus","COPE",1864
"Anolis","cristatellus","DUMERIL & BIBRON",1837
"Anolis","cristifer","SMITH",1968
"Anolis","cryptolimifrons","KOHLER & SUNYER",2008
"Anolis","cupeyalensis","PETERS",1970
"Anolis","cupreus","HALLOWELL",1860
"Anolis","cuprinus","SMITH",1964
"Anolis","cuscoensis","POE YANEZ-MIRANDA & LEHR",2008
"Anolis","cusuco","MCCRANIE KOHLER & WILSON",2000
"Anolis","cuvieri","MERREM",1820
"Anolis","cyanopleurus","COPE",1861
"Anolis","cyanostictus","MERTENS",1939
"Anolis","cybotes","COPE",1862
"Anolis","cymbops","COPE",1864
"Anolis","damulus","COPE",1864
"Anolis","danieli","WILLIAMS",1988
"Anolis","darlingtoni","COCHRAN",1935
"Anolis","datzorum","KOHLER PONCE SUNYER & BATISTA",2007
"Anolis","delafuentei","GARRIDO",1982
"Anolis","deltae","WILLIAMS",1974
"Anolis","demissus","SCHWARTZ",1969
"Anolis","desechensis","HEATWOLE",1976
"Anolis","desiradei","LAZELL",1964
"Anolis","dissimilis","WILLIAMS",1965
"Anolis","distichus","COPE",1861
"Anolis","divius","KOHLER & HEDGES",2016
"Anolis","dolichocephalus","WILLIAMS",1963
"Anolis","dollfusianus","BOCOURT",1873
"Anolis","dominicensis","REINHARDT & LUTKEN",1862
"Anolis","doris","BARBOUR",1925
"Anolis","dracula","YANEZ-MUNOZ REYES-PUIG REYES-PUIG VELASCO AYALA-VARELA TORRES-CARVAJAL",2018
"Anolis","duellmani","FITCH & HENDERSON",1973
"Anolis","dunni","SMITH",1936
"Anolis","eladioi","KOHLER & HEDGES",2016
"Anolis","elcopeensis","POE SCARPETTA & SCHAAD",2015
"Anolis","equestris","MERREM",1820
"Anolis","ernestwilliamsi","LAZELL",1983
"Anolis","etheridgei","WILLIAMS",1962
"Anolis","eugenegrahami","SCHWARTZ",1978
"Anolis","eulaemus","BOULENGER",1908
"Anolis","euskalerriari","BARROS WILLIAMS & VILORIA",1996
"Anolis","evermanni","STEJNEGER",1904
"Anolis","extremus","GARMAN",1887
"Anolis","fairchildi","BARBOUR & SHREVE",1935
"Anolis","fasciatus","BOULENGER",1885
"Anolis","favillarum","SCHWARTZ",1968
"Anolis","ferreus","COPE",1864
"Anolis","festae","PERACCA",1904
"Anolis","fitchi","WILLIAMS & DUELLMAN",1984
"Anolis","forresti","BARBOUR",1923
"Anolis","fortunensis","AROSEMENA & IBANEZ",1993
"Anolis","fowleri","SCHWARTZ",1973
"Anolis","fraseri","GUNTHER",1859
"Anolis","frenatus","COPE",1899
"Anolis","fugitivus","GARRIDO",1975
"Anolis","fungosus","MYERS",1971
"Anolis","fuscoauratus","D'ORBIGNY",1837
"Anolis","gadovii","BOULENGER",1905
"Anolis","gaigei","RUTHVEN",1916
"Anolis","garmani","STEJNEGER",1899
"Anolis","garridoi","DIAZ ESTRADA & MORENO",1996
"Anolis","gemmosus","O'SHAUGHNESSY",1875
"Anolis","gibbiceps","COPE",1864
"Anolis","ginaelisae","LOTZKAT HERTZ BIENENTREU & KOHLER",2013
"Anolis","gingivinus","COPE",1864
"Anolis","gonavensis","KOHLER & HEDGES",2016
"Anolis","gorgonae","BARBOUR",1905
"Anolis","gracilipes","BOULENGER",1898
"Anolis","grahami","GRAY",1845
"Anolis","granuliceps","BOULENGER",1898
"Anolis","griseus","GARMAN",1887
"Anolis","gruuo","KOHLER PONCE SUNYER & BATISTA",2007
"Anolis","guafe","ESTRADA & GARRIDO",1991
"Anolis","guamuhaya","GARRIDO PEREZ-BEATO & MORENO",1991
"Anolis","guazuma","GARRIDO",1984
"Anolis","gundlachi","PETERS",1877
"Anolis","haguei","STUART",1942
"Anolis","hendersoni","COCHRAN",1923
"Anolis","heterodermus","DUMERIL",1851
"Anolis","heteropholidotus","MERTENS",1952
"Anolis","higuey","KOHLER ZIMMER MCGRATH & HEDGES",2019
"Anolis","hispaniolae","KOHLER ZIMMER MCGRATH & HEDGES",2019
"Anolis","hobartsmithi","NIETO-MONTES DE OCA",2001
"Anolis","homolechis","COPE",1864
"Anolis","huilae","WILLIAMS",1982
"Anolis","humilis","PETERS",1863
"Anolis","hyacinthogularis","TORRES-CARVAJAL AYALA-VARELA LOBOS POE & NARVAEZ",2017
"Anolis","ibague","WILLIAMS",1975
"Anolis","ibanezi","POE LATELLA RYAN & SCHAAD",2009
"Anolis","ignigularis","MERTENS",1939
"Anolis","imias","RUIBAL & WILLIAMS",1961
"Anolis","immaculogularis","KOHLER TREJO PEREZ PETERSEN & MENDEZ DE LA CRUZ",2014
"Anolis","impetigosus","COPE",1864
"Anolis","incredulus","GARRIDO & MORENO",1998
"Anolis","inderenae","RUEDA & HERNANDEZ-CAMACHO",1988
"Anolis","inexpectatus","GARRIDO & ESTRADA",1989
"Anolis","insignis","COPE",1871
"Anolis","insolitus","WILLIAMS & RAND",1969
"Anolis","isolepis","COPE",1861
"Anolis","jacare","BOULENGER",1903
"Anolis","johnmeyeri","WILSON & MCCRANIE",1982
"Anolis","juangundlachi","GARRIDO",1975
"Anolis","jubar","SCHWARTZ",1968
"Anolis","kahouannensis","LAZELL",1964
"Anolis","kathydayae","POE & RYAN",2017
"Anolis","kemptoni","DUNN",1940
"Anolis","koopmani","RAND",1961
"Anolis","kreutzi","MCCRANIE KOHLER & WILSON",2000
"Anolis","krugi","PETERS",1877
"Anolis","kunayalae","HULEBAK POE IBANEZ & WILLIAMS",2007
"Anolis","laevis","COPE",1875
"Anolis","laeviventris","WIEGMANN",1834
"Anolis","lamari","WILLIAMS",1992
"Anolis","landestoyi","MAHLER LAMBERT GENEVA NG HEDGES LOSOS & GLOR",2016
"Anolis","latifrons","BERTHOLD",1846
"Anolis","leachii","DUMERIL & BIBRON",1837
"Anolis","leditzigorum","KOHLER VARGAS & LOTZKAT",2014
"Anolis","lemniscatus","BOULENGER",1898
"Anolis","lemurinus","COPE",1861
"Anolis","leucodera","KOHLER & HEDGES",2016
"Anolis","limifrons","COPE",1862
"Anolis","limon","VELASCO & HURTADO-GOMEZ",2014
"Anolis","lineatopus","GRAY",1840
"Anolis","lineatus","DAUDIN",1802
"Anolis","liogaster","BOULENGER",1905
"Anolis","lionotus","COPE",1861
"Anolis","litoralis","GARRIDO",1975
"Anolis","lividus","GARMAN",1887
"Anolis","longiceps","SCHMIDT",1919
"Anolis","longitibialis","NOBLE",1923
"Anolis","lososi","TORRES-CARVAJAL AYALA-VARELA LOBOS POE & NARVAEZ",2017
"Anolis","loveridgei","SCHMIDT",1936
"Anolis","loysiana","DUMERIL & BIBRON",1837
"Anolis","luciae","GARMAN",1887
"Anolis","lucius","DUMERIL & BIBRON",1837
"Anolis","luteogularis","NOBLE & HASSLER",1935
"Anolis","luteosignifer","GARMAN",1888
"Anolis","lynchi","MIYATA",1985
"Anolis","lyra","POE VELASCO MIYATA & WILLIAMS",2009
"Anolis","macilentus","GARRIDO & HEDGES",1992
"Anolis","macrinii","SMITH",1968
"Anolis","macrolepis","BOULENGER",1911
"Anolis","macrophallus","WERNER",1917
"Anolis","maculigula","WILLIAMS",1984
"Anolis","maculiventris","BOULENGER",1898
"Anolis","magnaphallus","POE & IBANEZ",2007
"Anolis","maia","BATISTA VESELY MEBERT LOTZKAT & KOHLER",2015
"Anolis","marcanoi","WILLIAMS",1975
"Anolis","mariarum","BARBOUR",1932
"Anolis","marmoratus","DUMERIL & BIBRON",1837
"Anolis","marron","ARNOLD",1980
"Anolis","marsupialis","TAYLOR",1956
"Anolis","matudai","SMITH",1956
"Anolis","maynardi","GARMAN",1888
"Anolis","mccraniei","KOHLER TOWNSEND & PETERSEN",2016
"Anolis","medemi","AYALA & WILLIAMS",1988
"Anolis","megalopithecus","RUEDA-ALMONACID",1989
"Anolis","megapholidotus","SMITH",1933
"Anolis","menta","AYALA HARRIS & WILLIAMS",1984
"Anolis","meridionalis","BOETTGER",1885
"Anolis","mestrei","BARBOUR & RAMSDEN",1916
"Anolis","microlepidotus","DAVIS",1954
"Anolis","microlepis","ALVAREZ DEL TORO & SMITH",1956
"Anolis","microtus","COPE",1871
"Anolis","milleri","SMITH",1950
"Anolis","mirus","WILLIAMS",1963
"Anolis","monensis","STEJNEGER",1904
"Anolis","monteverde","KOHLER",2009
"Anolis","monticola","SHREVE",1936
"Anolis","morazani","TOWNSEND & WILSON",2009
"Anolis","muralla","KOHLER MCCRANIE & WILSON",1999
"Anolis","nasofrontalis","AMARAL",1933
"Anolis","naufragus","CAMPBELL HILLIS & LAMAR",1989
"Anolis","neblininus","MYERS WILLIAMS & MCDIARMID",1993
"Anolis","nebuloides","BOCOURT",1873
"Anolis","nebulosus","WIEGMANN",1834
"Anolis","neglectus","PRATES MELO-SAMPAIO DE QUEIROZ CARNAVAL RODRIGUES & OLIVEIRA-DRUMMOND",2019
"Anolis","nelsoni","BARBOUR",1914
"Anolis","nicefori","DUNN",1944
"Anolis","nietoi","KOHLER TREJO PEREZ PETERSEN & MENDEZ DE LA CRUZ",2014
"Anolis","nigrolineatus","WILLIAMS",1965
"Anolis","noblei","BARBOUR & SHREVE",1935
"Anolis","notopholis","BOULENGER",1896
"Anolis","nubilus","GARMAN",1887
"Anolis","occultus","WILLIAMS & RIVERO",1965
"Anolis","ocelloscapularis","KOHLER MCCRANIE & WILSON",2001
"Anolis","oculatus","COPE",1879
"Anolis","oligaspis","COPE",1894
"Anolis","olssoni","SCHMIDT",1919
"Anolis","omiltemanus","DAVIS",1954
"Anolis","onca","O'SHAUGHNESSY",1875
"Anolis","opalinus","GOSSE",1850
"Anolis","ophiolepis","COPE",1861
"Anolis","oporinus","GARRIDO & HEDGES",2001
"Anolis","orcesi","LAZELL",1969
"Anolis","ortonii","COPE",1868
"Anolis","osa","KOHLER DEHLING & KOHLER",2010
"Anolis","otongae","AYALA-VARELA & VELASCO",2010
"Anolis","oxylophus","COPE",1875
"Anolis","pachypus","COPE",1875
"Anolis","paravertebralis","BERNAL-CARLO & ROZE",2005
"Anolis","parilis","WILLIAMS",1975
"Anolis","parvauritus","WILLIAMS",1966
"Anolis","parvicirculatus","ALVAREZ DEL TORO & SMITH",1956
"Anolis","paternus","HARDY",1967
"Anolis","pecuarius","SCHWARTZ",1969
"Anolis","pentaprion","COPE",1863
"Anolis","peraccae","BOULENGER",1898
"Anolis","peruensis","POE LATELLA AYALA-VARELA YANEZ-MIRANDA & TORRES-CARVAJAL",2015
"Anolis","petersii","BOCOURT",1873
"Anolis","peucephilus","KOHLER TREJO-PEREZ PETERSEN MENDEZ DE LA CRUZ",2014
"Anolis","peynadoi","MERTENS",1939
"Anolis","phyllorhinus","MYERS & CARVALHO",1945
"Anolis","pigmaequestris","GARRIDO",1975
"Anolis","pijolense","MCCRANIE WILSON & WILLIAMS",1993
"Anolis","pinchoti","COCHRAN",1931
"Anolis","placidus","HEDGES & THOMAS",1989
"Anolis","planiceps","TROSCHEL",1848
"Anolis","podocarpus","AYALA-VARELA & TORRES-CARVAJAL",2010
"Anolis","poecilopus","COPE",1862
"Anolis","poei","AYALA-VARELA TROYA-RODRIGUEZ TALERO-RODRIGUEZ & TORRES-CARVAJAL",2014
"Anolis","pogus","LAZELL",1972
"Anolis","polylepis","PETERS",1874
"Anolis","poncensis","STEJNEGER",1904
"Anolis","porcatus","GRAY",1840
"Anolis","porcus","COPE",1864
"Anolis","prasinorius","KOHLER & HEDGES",2016
"Anolis","princeps","BOULENGER",1902
"Anolis","proboscis","PETERS & ORCES",1956
"Anolis","properus","SCHWARTZ",1968
"Anolis","propinquus","WILLIAMS",1984
"Anolis","pseudokemptoni","KOHLER PONCE SUNYER & BATISTA",2007
"Anolis","pseudopachypus","KOHLER PONCE SUNYER & BATISTA",2007
"Anolis","pseudotigrinus","AMARAL",1933
"Anolis","pulchellus","DUMERIL & BIBRON",1837
"Anolis","pumilus","GARRIDO",1988
"Anolis","punctatus","DAUDIN",1802
"Anolis","purpurescens","COPE",1899
"Anolis","purpurgularis","MCCRANIE CRUZ & HOLM",1993
"Anolis","purpuronectes","GRAY MEZA-LAZARO POE & NIETO-MONTES DE OCA",2016
"Anolis","pygmaeus","ALVAREZ DEL TORO & SMITH",1956
"Anolis","quadriocellifer","BARBOUR & RAMSDEN",1919
"Anolis","quaggulus","COPE",1885
"Anolis","quercorum","FITCH",1978
"Anolis","ravifaux","SCHWARTZ & HENDERSON",1982
"Anolis","ravitergum","SCHWARTZ",1968
"Anolis","reconditus","UNDERWOOD & WILLIAMS",1959
"Anolis","rejectus","GARRIDO & SCHWARTZ",1972
"Anolis","richardii","DUMERIL & BIBRON",1837
"Anolis","ricordii","DUMERIL & BIBRON",1837
"Anolis","rimarum","THOMAS & SCHWARTZ",1967
"Anolis","rivalis","WILLIAMS",1984
"Anolis","roatanensis","KOHLER & MCCRANIE",2001
"Anolis","rodriguezii","BOCOURT",1873
"Anolis","roosevelti","GRANT",1931
"Anolis","roquet","BONNATERRE",1789
"Anolis","rubiginosus","BOCOURT",1873
"Anolis","rubribarbaris","KOHLER MCCRANIE & WILSON",1999
"Anolis","rubribarbus","BARBOUR & RAMSDEN",1919
"Anolis","ruibali","NAVARRO & GARRIDO",2004
"Anolis","ruizii","RUEDA & WILLIAMS",1986
"Anolis","rupinae","WILLIAMS & WEBSTER",1974
"Anolis","sabanus","GARMAN",1887
"Anolis","sacamecatensis","KOHLER TREJO PEREZ PETERSEN & MENDEZ DE LA CRUZ",2014
"Anolis","sagrei","DUMERIL & BIBRON",1837
"Anolis","salvini","BOULENGER",1885
"Anolis","santamartae","WILLIAMS",1982
"Anolis","savagei","POE & RYAN",2017
"Anolis","saxatilis","MERTENS",1938
"Anolis","schiedii","WIEGMANN",1834
"Anolis","schwartzi","LAZELL",1972
"Anolis","scriptus","GARMAN",1887
"Anolis","scypheus","COPE",1864
"Anolis","semilineatus","COPE",1864
"Anolis","sericeus","HALLOWELL",1856
"Anolis","serranoi","KOHLER",1999
"Anolis","sheplani","SCHWARTZ",1974
"Anolis","shrevei","COCHRAN",1939
"Anolis","sierramaestrae","HOLANOVA REHAK & FRYNTA",2012
"Anolis","singularis","WILLIAMS",1965
"Anolis","smallwoodi","SCHWARTZ",1964
"Anolis","smaragdinus","BARBOUR & SHREVE",1935
"Anolis","sminthus","DUNN & EMLEN",1932
"Anolis","soinii","POE & YANEZ-MIRANDA",2008
"Anolis","solitarius","RUTHVEN",1916
"Anolis","spectrum","PETERS",1863
"Anolis","spilorhipis","ALVAREZ DEL TORO & SMITH",1956
